longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_<1H OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN,median_house_value
-118.32,34.13,34.0,1856.0,273.0,540.0,264.0,4.0833,True,False,False,False,False,500001.0
-118.33,34.12,23.0,1894.0,416.0,769.0,392.0,6.0352,True,False,False,False,False,500001.0
-118.34,34.13,45.0,2375.0,417.0,751.0,410.0,6.6739,True,False,False,False,False,500001.0
-118.32,34.14,23.0,4574.0,1423.0,1624.0,995.0,4.0965,True,False,False,False,False,500001.0
-118.34,34.11,40.0,5485.0,1242.0,2034.0,1133.0,3.6974,True,False,False,False,False,500001.0
-118.35,34.1,26.0,3977.0,1050.0,1720.0,935.0,3.358,True,False,False,False,False,364500.0
-118.36,34.1,52.0,1295.0,281.0,578.0,273.0,2.976,True,False,False,False,False,405100.0
-118.36,34.1,52.0,1096.0,247.0,423.0,230.0,3.0179,True,False,False,False,False,500001.0
-118.35,34.1,18.0,7432.0,2793.0,3596.0,2270.0,2.8036,True,False,False,False,False,225000.0
-118.35,34.1,16.0,2930.0,1038.0,1648.0,980.0,2.6458,True,False,False,False,False,372200.0
-118.35,34.1,20.0,2745.0,782.0,1161.0,739.0,3.9044,True,False,False,False,False,436400.0
-118.35,34.1,18.0,4109.0,1301.0,2103.0,1116.0,2.325,True,False,False,False,False,250000.0
-118.35,34.1,24.0,5477.0,1803.0,2863.0,1755.0,1.845,True,False,False,False,False,237500.0
-118.34,34.11,51.0,937.0,348.0,527.0,333.0,4.3571,True,False,False,False,False,468800.0
-118.34,34.1,29.0,3193.0,1452.0,2039.0,1265.0,1.8209,True,False,False,False,False,500001.0
-118.34,34.1,24.0,1996.0,791.0,1215.0,672.0,1.5429,True,False,False,False,False,325000.0
-118.34,34.1,28.0,2223.0,752.0,1271.0,684.0,2.5434,True,False,False,False,False,232100.0
-118.33,34.1,30.0,5293.0,2446.0,4123.0,2127.0,1.51,True,False,False,False,False,187500.0
-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,True,False,False,False,False,333300.0
-118.31,34.1,40.0,4984.0,2158.0,4828.0,2028.0,1.6903,True,False,False,False,False,350000.0
-118.32,34.1,28.0,1759.0,716.0,1463.0,620.0,1.7306,True,False,False,False,False,450000.0
-118.3,34.1,35.0,7517.0,2961.0,5899.0,2769.0,1.9354,True,False,False,False,False,340000.0
-118.3,34.1,25.0,3926.0,1715.0,4865.0,1612.0,1.6112,True,False,False,False,False,262500.0
-118.31,34.1,36.0,2288.0,1033.0,3030.0,890.0,1.5328,True,False,False,False,False,250000.0
-118.31,34.1,33.0,766.0,347.0,918.0,305.0,1.705,True,False,False,False,False,350000.0
-118.33,34.1,48.0,1116.0,524.0,1610.0,483.0,1.625,True,False,False,False,False,237500.0
-118.33,34.1,45.0,1913.0,696.0,1552.0,611.0,2.0888,True,False,False,False,False,237500.0
-118.32,34.1,43.0,1615.0,734.0,1460.0,644.0,1.4005,True,False,False,False,False,193800.0
-118.32,34.09,34.0,2473.0,1171.0,2655.0,1083.0,1.6331,True,False,False,False,False,162500.0
-118.33,34.09,30.0,1679.0,682.0,1445.0,579.0,2.1403,True,False,False,False,False,200000.0
-118.33,34.1,29.0,732.0,288.0,691.0,278.0,2.1866,True,False,False,False,False,250000.0
-118.31,34.1,34.0,399.0,141.0,482.0,134.0,1.625,True,False,False,False,False,67500.0
-118.31,34.09,34.0,2065.0,839.0,2626.0,775.0,1.8214,True,False,False,False,False,211100.0
-118.31,34.09,28.0,720.0,267.0,891.0,265.0,1.8977,True,False,False,False,False,100000.0
-118.31,34.09,37.0,773.0,,835.0,312.0,1.8576,True,False,False,False,False,193800.0
-118.32,34.09,32.0,563.0,191.0,626.0,185.0,2.0341,True,False,False,False,False,250000.0
-118.32,34.09,27.0,210.0,98.0,332.0,112.0,2.5556,True,False,False,False,False,175000.0
-118.32,34.1,36.0,1655.0,690.0,1957.0,633.0,1.7325,True,False,False,False,False,221900.0
-118.32,34.09,34.0,1478.0,675.0,1976.0,653.0,2.0557,True,False,False,False,False,225000.0
-118.32,34.1,31.0,622.0,229.0,597.0,227.0,1.5284,True,False,False,False,False,200000.0
-118.32,34.1,30.0,2193.0,965.0,2197.0,836.0,1.8277,True,False,False,False,False,137500.0
-118.32,34.1,52.0,786.0,270.0,756.0,273.0,2.2311,True,False,False,False,False,206300.0
-118.3,34.1,29.0,3403.0,1367.0,3432.0,1174.0,1.7083,True,False,False,False,False,166700.0
-118.3,34.09,40.0,3058.0,1215.0,3953.0,1223.0,1.8156,True,False,False,False,False,218800.0
-118.31,34.09,36.0,787.0,420.0,1506.0,360.0,1.2412,True,False,False,False,False,216700.0
-118.3,34.1,38.0,2067.0,914.0,2717.0,853.0,1.7641,True,False,False,False,False,250000.0
-118.3,34.1,36.0,2284.0,899.0,1964.0,839.0,1.9297,True,False,False,False,False,203300.0
-118.29,34.09,34.0,2716.0,1114.0,2991.0,1021.0,1.7514,True,False,False,False,False,187500.0
-118.3,34.09,36.0,2332.0,993.0,3155.0,927.0,2.2612,True,False,False,False,False,230400.0
-118.29,34.1,39.0,631.0,298.0,744.0,274.0,2.7054,True,False,False,False,False,162500.0
-118.29,34.09,29.0,2240.0,792.0,2254.0,739.0,2.3317,True,False,False,False,False,172500.0
-118.28,34.09,38.0,790.0,275.0,664.0,194.0,3.0357,True,False,False,False,False,175000.0
-118.29,34.09,43.0,1583.0,658.0,1941.0,614.0,1.9835,True,False,False,False,False,225000.0
-118.29,34.09,28.0,1562.0,648.0,1974.0,597.0,1.9766,True,False,False,False,False,112500.0
-118.29,34.09,35.0,2198.0,998.0,3441.0,912.0,2.0467,True,False,False,False,False,158300.0
-118.29,34.09,35.0,2624.0,1116.0,3548.0,1008.0,2.0132,True,False,False,False,False,198400.0
-118.29,34.09,39.0,336.0,173.0,586.0,151.0,1.8056,True,False,False,False,False,262500.0
-118.29,34.09,52.0,1272.0,322.0,984.0,353.0,1.9063,True,False,False,False,False,261600.0
-118.3,34.09,29.0,3245.0,1190.0,3906.0,1102.0,2.1927,True,False,False,False,False,253300.0
-118.3,34.09,25.0,2345.0,852.0,2860.0,862.0,1.4497,True,False,False,False,False,205600.0
-118.3,34.09,32.0,2202.0,674.0,2178.0,635.0,2.0307,True,False,False,False,False,226700.0
-118.31,34.09,36.0,2517.0,842.0,2446.0,689.0,2.1524,True,False,False,False,False,187500.0
-118.31,34.09,30.0,3165.0,1263.0,3678.0,1141.0,2.0,True,False,False,False,False,240600.0
-118.31,34.09,42.0,1951.0,846.0,2500.0,813.0,1.5195,True,False,False,False,False,218200.0
-118.32,34.09,44.0,2666.0,,2297.0,726.0,1.676,True,False,False,False,False,208800.0
-118.32,34.09,30.0,1871.0,766.0,2595.0,819.0,2.0044,True,False,False,False,False,212500.0
-118.32,34.09,28.0,2173.0,819.0,2548.0,763.0,1.879,True,False,False,False,False,218800.0
-118.33,34.09,36.0,654.0,186.0,416.0,138.0,3.6953,True,False,False,False,False,200000.0
-118.33,34.09,36.0,561.0,180.0,340.0,127.0,1.4375,True,False,False,False,False,165000.0
-118.33,34.09,40.0,2004.0,687.0,1514.0,542.0,1.9911,True,False,False,False,False,220000.0
-118.34,34.09,5.0,2665.0,954.0,1733.0,766.0,2.3568,True,False,False,False,False,204700.0
-118.34,34.09,14.0,3032.0,999.0,1691.0,841.0,2.2,True,False,False,False,False,210000.0
-118.34,34.08,50.0,3457.0,854.0,1584.0,841.0,3.1078,True,False,False,False,False,346700.0
-118.34,34.09,52.0,1731.0,502.0,849.0,466.0,3.2946,True,False,False,False,False,321600.0
-118.34,34.08,52.0,1430.0,186.0,547.0,178.0,10.3661,True,False,False,False,False,500001.0
-118.35,34.09,47.0,1800.0,546.0,921.0,478.0,2.8021,True,False,False,False,False,280600.0
-118.35,34.08,52.0,1003.0,200.0,514.0,204.0,3.8472,True,False,False,False,False,395700.0
-118.35,34.08,52.0,2088.0,388.0,908.0,375.0,3.8141,True,False,False,False,False,342000.0
-118.35,34.09,42.0,2210.0,643.0,1228.0,605.0,2.5982,True,False,False,False,False,315800.0
-118.35,34.08,52.0,1710.0,350.0,727.0,355.0,4.5833,True,False,False,False,False,333900.0
-118.36,34.08,52.0,1965.0,480.0,794.0,451.0,3.2824,True,False,False,False,False,304800.0
-118.32,34.08,52.0,1164.0,257.0,575.0,251.0,3.125,True,False,False,False,False,380400.0
-118.33,34.08,52.0,1777.0,454.0,671.0,439.0,3.5083,True,False,False,False,False,500001.0
-118.33,34.08,50.0,2989.0,832.0,1345.0,775.0,3.2426,True,False,False,False,False,442900.0
-118.31,34.08,30.0,1390.0,457.0,1460.0,423.0,2.2422,True,False,False,False,False,254500.0
-118.31,34.08,31.0,2275.0,823.0,2189.0,720.0,1.7542,True,False,False,False,False,287500.0
-118.32,34.08,46.0,2038.0,534.0,1250.0,525.0,2.4196,True,False,False,False,False,358100.0
-118.31,34.08,23.0,1443.0,521.0,1264.0,450.0,2.7543,True,False,False,False,False,220000.0
-118.32,34.08,52.0,1137.0,304.0,754.0,297.0,3.37,True,False,False,False,False,330300.0
-118.32,34.08,52.0,2370.0,473.0,1053.0,434.0,4.1429,True,False,False,False,False,380300.0
-118.3,34.08,34.0,2501.0,1047.0,3326.0,970.0,1.8771,True,False,False,False,False,247500.0
-118.3,34.08,36.0,1276.0,503.0,1502.0,450.0,2.1766,True,False,False,False,False,205600.0
-118.31,34.08,27.0,1514.0,510.0,1603.0,518.0,2.8971,True,False,False,False,False,251100.0
-118.31,34.08,26.0,1609.0,534.0,1868.0,497.0,2.7038,True,False,False,False,False,227100.0
-118.29,34.08,34.0,479.0,182.0,557.0,170.0,1.525,True,False,False,False,False,210000.0
-118.29,34.08,23.0,1864.0,937.0,2795.0,858.0,1.8495,True,False,False,False,False,212500.0
-118.3,34.08,34.0,1562.0,651.0,1774.0,559.0,1.5685,True,False,False,False,False,225000.0
-118.3,34.08,32.0,2880.0,1063.0,3646.0,1028.0,2.3846,True,False,False,False,False,258300.0
-118.29,34.08,25.0,2459.0,823.0,2635.0,763.0,2.4,True,False,False,False,False,173900.0
-118.29,34.08,38.0,380.0,130.0,445.0,140.0,1.9286,True,False,False,False,False,137500.0
-118.37,34.12,34.0,2821.0,399.0,843.0,391.0,11.615,True,False,False,False,False,500001.0
-118.36,34.12,26.0,3902.0,610.0,1468.0,632.0,8.5136,True,False,False,False,False,500001.0
-118.35,34.11,33.0,7478.0,1678.0,2701.0,1500.0,4.1717,True,False,False,False,False,500001.0
-118.36,34.11,35.0,3946.0,695.0,1361.0,620.0,6.5195,True,False,False,False,False,500001.0
-118.38,34.11,38.0,2601.0,523.0,870.0,474.0,7.1134,True,False,False,False,False,416700.0
-118.37,34.11,42.0,5518.0,979.0,1863.0,957.0,8.5842,True,False,False,False,False,500001.0
-118.36,34.1,36.0,2963.0,838.0,1129.0,745.0,2.5588,True,False,False,False,False,500001.0
-118.37,34.1,37.0,407.0,67.0,100.0,47.0,15.0001,True,False,False,False,False,500001.0
-118.38,34.1,39.0,3798.0,586.0,975.0,525.0,9.3092,True,False,False,False,False,500001.0
-118.39,34.1,30.0,6310.0,957.0,1776.0,880.0,8.944,True,False,False,False,False,500001.0
-118.39,34.09,41.0,730.0,126.0,230.0,125.0,4.3214,True,False,False,False,False,500001.0
-118.36,34.09,38.0,2158.0,582.0,1061.0,577.0,2.9643,True,False,False,False,False,355300.0
-118.36,34.08,40.0,3110.0,764.0,1557.0,763.0,1.9937,True,False,False,False,False,367100.0
-118.37,34.08,52.0,2946.0,695.0,1258.0,650.0,3.9783,True,False,False,False,False,374100.0
-118.37,34.08,22.0,3008.0,938.0,1224.0,816.0,3.2149,True,False,False,False,False,300000.0
-118.37,34.09,31.0,2697.0,706.0,1059.0,689.0,2.8942,True,False,False,False,False,500001.0
-118.36,34.08,45.0,2195.0,483.0,1265.0,455.0,3.3864,True,False,False,False,False,397900.0
-118.37,34.08,52.0,1466.0,254.0,600.0,253.0,5.7524,True,False,False,False,False,393600.0
-118.37,34.08,52.0,1234.0,223.0,543.0,213.0,6.0338,True,False,False,False,False,423700.0
-118.26,34.1,48.0,2566.0,571.0,1421.0,563.0,3.6579,True,False,False,False,False,318600.0
-118.26,34.1,52.0,1310.0,263.0,689.0,208.0,4.0721,True,False,False,False,False,350000.0
-118.27,34.1,51.0,3149.0,519.0,1082.0,510.0,6.4459,True,False,False,False,False,421600.0
-118.27,34.1,41.0,3729.0,740.0,1364.0,707.0,5.7778,True,False,False,False,False,412700.0
-118.27,34.11,41.0,4138.0,1130.0,1859.0,1030.0,2.978,True,False,False,False,False,306800.0
-118.28,34.11,46.0,1156.0,203.0,514.0,213.0,4.2019,True,False,False,False,False,352100.0
-118.28,34.11,52.0,2036.0,348.0,775.0,332.0,5.4122,True,False,False,False,False,397500.0
-118.28,34.11,52.0,1803.0,437.0,787.0,388.0,4.5781,True,False,False,False,False,360500.0
-118.28,34.1,44.0,2728.0,585.0,1227.0,567.0,4.0602,True,False,False,False,False,324000.0
-118.27,34.1,50.0,2113.0,398.0,793.0,418.0,4.7132,True,False,False,False,False,304600.0
-118.28,34.1,49.0,1767.0,467.0,1066.0,438.0,3.0958,True,False,False,False,False,210900.0
-118.28,34.1,48.0,805.0,246.0,633.0,235.0,2.3421,True,False,False,False,False,200000.0
-118.28,34.1,49.0,2843.0,880.0,2004.0,796.0,2.7875,True,False,False,False,False,217300.0
-118.27,34.09,48.0,1527.0,295.0,589.0,286.0,4.1667,True,False,False,False,False,344800.0
-118.27,34.09,52.0,3225.0,763.0,1559.0,710.0,3.9674,True,False,False,False,False,268800.0
-118.28,34.09,52.0,2273.0,663.0,1480.0,597.0,2.3333,True,False,False,False,False,196500.0
-118.27,34.09,52.0,2327.0,555.0,1048.0,491.0,3.7847,True,False,False,False,False,252300.0
-118.26,34.09,51.0,1532.0,366.0,669.0,333.0,3.6434,True,False,False,False,False,278800.0
-118.26,34.09,36.0,3503.0,833.0,2652.0,788.0,3.8448,True,False,False,False,False,241400.0
-118.27,34.09,52.0,1079.0,222.0,439.0,201.0,4.625,True,False,False,False,False,230800.0
-118.27,34.09,44.0,3646.0,912.0,1783.0,861.0,2.9709,True,False,False,False,False,225000.0
-118.26,34.08,52.0,984.0,276.0,994.0,260.0,2.3816,True,False,False,False,False,166700.0
-118.26,34.08,41.0,1396.0,360.0,1069.0,363.0,2.4375,True,False,False,False,False,203300.0
-118.26,34.08,46.0,945.0,250.0,910.0,252.0,3.5039,True,False,False,False,False,187500.0
-118.27,34.08,35.0,1147.0,365.0,1016.0,296.0,2.3913,True,False,False,False,False,198800.0
-118.26,34.07,36.0,2306.0,813.0,2823.0,765.0,2.0214,True,False,False,False,False,170500.0
-118.26,34.07,28.0,579.0,184.0,673.0,202.0,2.625,True,False,False,False,False,187500.0
-118.27,34.07,27.0,1190.0,,1795.0,422.0,1.7016,True,False,False,False,False,160000.0
-118.27,34.08,38.0,2265.0,801.0,2899.0,792.0,2.5521,True,False,False,False,False,157500.0
-118.27,34.08,46.0,3007.0,854.0,2587.0,814.0,2.7179,True,False,False,False,False,184300.0
-118.28,34.08,42.0,997.0,374.0,982.0,372.0,2.9423,True,False,False,False,False,200000.0
-118.28,34.08,52.0,2465.0,773.0,2328.0,746.0,2.6178,True,False,False,False,False,203100.0
-118.27,34.08,43.0,962.0,253.0,658.0,244.0,3.2386,True,False,False,False,False,185000.0
-118.27,34.07,38.0,1270.0,556.0,1692.0,450.0,1.87,True,False,False,False,False,170800.0
-118.28,34.08,42.0,1618.0,522.0,1454.0,440.0,3.1607,True,False,False,False,False,182000.0
-118.28,34.09,52.0,1739.0,464.0,938.0,482.0,2.4429,True,False,False,False,False,228800.0
-118.28,34.08,39.0,3162.0,896.0,1934.0,818.0,2.875,True,False,False,False,False,213500.0
-118.28,34.08,40.0,1630.0,543.0,1568.0,510.0,2.7366,True,False,False,False,False,169100.0
-118.28,34.09,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,True,False,False,False,False,219200.0
-118.23,34.07,35.0,1335.0,440.0,1586.0,445.0,1.9722,True,False,False,False,False,156300.0
-118.23,34.07,40.0,506.0,119.0,397.0,114.0,3.1944,True,False,False,False,False,143800.0
-118.24,34.08,52.0,109.0,20.0,86.0,24.0,4.9844,True,False,False,False,False,187500.0
-118.24,34.08,52.0,137.0,26.0,65.0,24.0,4.025,True,False,False,False,False,137500.0
-118.23,34.09,47.0,859.0,239.0,913.0,234.0,2.6442,True,False,False,False,False,136100.0
-118.23,34.09,49.0,1638.0,456.0,1500.0,430.0,2.6923,True,False,False,False,False,150000.0
-118.23,34.09,45.0,1747.0,484.0,1680.0,441.0,2.6051,True,False,False,False,False,155500.0
-118.25,34.09,52.0,2050.0,429.0,957.0,418.0,3.5603,True,False,False,False,False,210000.0
-118.25,34.09,52.0,104.0,20.0,32.0,17.0,3.75,True,False,False,False,False,241700.0
-118.25,34.08,44.0,1425.0,438.0,1121.0,374.0,2.1108,True,False,False,False,False,200000.0
-118.25,34.08,47.0,2133.0,689.0,2104.0,662.0,2.6136,True,False,False,False,False,169200.0
-118.25,34.09,43.0,1903.0,635.0,1919.0,613.0,2.6336,True,False,False,False,False,174300.0
-118.25,34.09,52.0,1866.0,470.0,1211.0,417.0,2.935,True,False,False,False,False,189400.0
-118.26,34.08,50.0,1791.0,660.0,2183.0,675.0,1.7945,True,False,False,False,False,166700.0
-118.26,34.08,45.0,2174.0,627.0,1992.0,557.0,2.5428,True,False,False,False,False,167800.0
-118.25,34.09,52.0,3142.0,765.0,1728.0,682.0,3.1864,True,False,False,False,False,189800.0
-118.26,34.08,45.0,2225.0,827.0,2699.0,792.0,1.9209,True,False,False,False,False,179200.0
-118.26,34.07,46.0,2341.0,703.0,2371.0,648.0,2.4038,True,False,False,False,False,181700.0
-118.26,34.07,52.0,830.0,200.0,701.0,189.0,2.7625,True,False,False,False,False,232100.0
-118.25,34.07,47.0,2059.0,618.0,2033.0,544.0,1.9028,True,False,False,False,False,217900.0
-118.25,34.07,43.0,764.0,322.0,1275.0,306.0,2.0,True,False,False,False,False,175000.0
-118.25,34.06,20.0,41.0,17.0,87.0,25.0,1.5491,True,False,False,False,False,225000.0
-118.24,34.07,27.0,223.0,80.0,249.0,82.0,1.6136,True,False,False,False,False,137500.0
-118.25,34.07,18.0,4297.0,1420.0,4332.0,1286.0,2.2545,True,False,False,False,False,192500.0
-118.25,34.07,16.0,719.0,225.0,801.0,218.0,2.3942,True,False,False,False,False,133300.0
-118.22,34.09,40.0,1081.0,282.0,970.0,263.0,1.875,True,False,False,False,False,150000.0
-118.22,34.08,31.0,394.0,117.0,573.0,131.0,1.8173,True,False,False,False,False,154200.0
-118.22,34.08,34.0,1709.0,562.0,2105.0,503.0,1.9704,True,False,False,False,False,152100.0
-118.19,34.08,38.0,1241.0,298.0,1055.0,263.0,2.3409,True,False,False,False,False,115500.0
-118.2,34.08,49.0,1320.0,309.0,1405.0,328.0,2.4375,True,False,False,False,False,114000.0
-118.2,34.07,21.0,1353.0,380.0,1688.0,367.0,1.9937,True,False,False,False,False,139600.0
-118.2,34.07,34.0,1765.0,551.0,2203.0,500.0,2.2708,True,False,False,False,False,159600.0
-118.21,34.08,39.0,986.0,361.0,1347.0,299.0,2.2907,True,False,False,False,False,133900.0
-118.21,34.08,26.0,2574.0,807.0,3163.0,802.0,1.9495,True,False,False,False,False,173200.0
-118.2,34.09,39.0,1594.0,430.0,1668.0,378.0,2.5343,True,False,False,False,False,138200.0
-118.2,34.08,41.0,1807.0,429.0,1699.0,424.0,2.2222,True,False,False,False,False,126000.0
-118.19,34.1,39.0,2054.0,423.0,1205.0,403.0,4.239,True,False,False,False,False,213000.0
-118.21,34.08,52.0,3672.0,808.0,3062.0,764.0,2.6806,True,False,False,False,False,153000.0
-118.21,34.09,39.0,1287.0,353.0,1171.0,345.0,1.6118,True,False,False,False,False,138500.0
-118.21,34.09,39.0,1561.0,445.0,1780.0,391.0,2.4632,True,False,False,False,False,144200.0
-118.21,34.09,37.0,1822.0,498.0,1961.0,506.0,1.9881,True,False,False,False,False,159200.0
-118.22,34.07,35.0,1504.0,477.0,2059.0,498.0,2.0133,True,False,False,False,False,145800.0
-118.22,34.07,36.0,839.0,250.0,1079.0,245.0,1.7463,True,False,False,False,False,158300.0
-118.21,34.07,31.0,1077.0,300.0,1198.0,274.0,2.1333,True,False,False,False,False,160200.0
-118.21,34.07,52.0,1770.0,,1848.0,439.0,2.4135,True,False,False,False,False,167200.0
-118.21,34.07,47.0,1346.0,383.0,1452.0,371.0,1.7292,True,False,False,False,False,191700.0
-118.21,34.07,31.0,1453.0,404.0,1486.0,389.0,2.3859,True,False,False,False,False,153100.0
-118.21,34.07,42.0,902.0,318.0,1312.0,323.0,1.9375,True,False,False,False,False,168800.0
-118.21,34.06,29.0,1478.0,413.0,1580.0,394.0,1.8781,True,False,False,False,False,147500.0
-118.16,34.09,36.0,3334.0,920.0,2881.0,800.0,2.1696,True,False,False,False,False,170800.0
-118.17,34.1,48.0,2514.0,595.0,2484.0,601.0,3.1146,True,False,False,False,False,142500.0
-118.17,34.1,37.0,299.0,89.0,318.0,92.0,1.3125,True,False,False,False,False,145800.0
-118.17,34.09,45.0,1327.0,271.0,1069.0,284.0,3.3977,True,False,False,False,False,153800.0
-118.18,34.09,40.0,2744.0,708.0,2747.0,674.0,2.6226,True,False,False,False,False,148800.0
-118.18,34.09,44.0,1688.0,426.0,1605.0,384.0,3.3785,True,False,False,False,False,184900.0
-118.19,34.09,41.0,2090.0,530.0,2043.0,537.0,1.9706,True,False,False,False,False,144200.0
-118.18,34.1,10.0,1907.0,398.0,921.0,369.0,4.875,True,False,False,False,False,200400.0
-118.18,34.1,10.0,1940.0,445.0,763.0,412.0,4.975,True,False,False,False,False,166700.0
-118.18,34.1,7.0,2529.0,689.0,1215.0,577.0,4.7853,True,False,False,False,False,153100.0
-118.18,34.1,8.0,1116.0,267.0,435.0,235.0,4.9231,True,False,False,False,False,230900.0
-118.18,34.08,35.0,2226.0,602.0,2230.0,549.0,2.9167,True,False,False,False,False,129300.0
-118.19,34.08,35.0,1554.0,381.0,1487.0,374.0,1.9038,True,False,False,False,False,139500.0
-118.19,34.07,38.0,2965.0,665.0,2128.0,650.0,3.0241,True,False,False,False,False,166300.0
-118.19,34.07,42.0,1555.0,337.0,1152.0,348.0,3.375,True,False,False,False,False,169600.0
-118.19,34.06,44.0,1734.0,364.0,1133.0,351.0,2.5132,True,False,False,False,False,163100.0
-118.16,34.09,33.0,1515.0,415.0,1345.0,346.0,2.375,True,False,False,False,False,175000.0
-118.16,34.09,50.0,1568.0,302.0,1093.0,333.0,3.1442,True,False,False,False,False,162100.0
-118.17,34.09,36.0,3066.0,797.0,3097.0,780.0,2.5523,True,False,False,False,False,156500.0
-118.17,34.09,33.0,2907.0,797.0,3212.0,793.0,2.2348,True,False,False,False,False,146600.0
-118.18,34.08,31.0,1318.0,311.0,1164.0,289.0,2.9939,True,False,False,False,False,135500.0
-118.18,34.08,33.0,1369.0,408.0,1475.0,377.0,2.3281,True,False,False,False,False,151900.0
-118.16,34.08,43.0,1523.0,378.0,1338.0,352.0,3.2031,True,False,False,False,False,144600.0
-118.17,34.08,39.0,787.0,181.0,731.0,179.0,3.2279,True,False,False,False,False,158500.0
-118.17,34.08,33.0,851.0,231.0,936.0,228.0,3.375,True,False,False,False,False,147500.0
-118.18,34.07,28.0,2616.0,630.0,2218.0,621.0,2.6842,True,False,False,False,False,156000.0
-118.17,34.07,19.0,2150.0,544.0,1510.0,467.0,3.4952,True,False,False,False,False,150000.0
-118.16,34.07,41.0,247.0,55.0,925.0,50.0,3.5769,True,False,False,False,False,135700.0
-118.17,34.07,37.0,1155.0,225.0,814.0,241.0,3.875,True,False,False,False,False,148500.0
-118.18,34.06,27.0,2025.0,565.0,2189.0,577.0,2.6083,True,False,False,False,False,148600.0
-118.19,34.06,32.0,555.0,159.0,748.0,163.0,1.9762,True,False,False,False,False,137500.0
-118.19,34.06,47.0,2324.0,658.0,3020.0,594.0,1.1868,True,False,False,False,False,93800.0
-118.2,34.06,46.0,453.0,119.0,533.0,132.0,2.2961,True,False,False,False,False,112500.0
-118.2,34.06,40.0,1181.0,335.0,1441.0,337.0,2.1136,True,False,False,False,False,111800.0
-118.2,34.05,8.0,762.0,204.0,728.0,174.0,2.4886,True,False,False,False,False,137500.0
-118.19,34.05,46.0,1051.0,302.0,1435.0,305.0,1.6667,True,False,False,False,False,133600.0
-118.2,34.05,36.0,2672.0,675.0,2883.0,674.0,2.0885,True,False,False,False,False,142800.0
-118.19,34.05,37.0,349.0,79.0,276.0,64.0,3.2125,True,False,False,False,False,125000.0
-118.2,34.06,46.0,321.0,101.0,401.0,86.0,2.1029,True,False,False,False,False,109400.0
-118.21,34.06,30.0,511.0,153.0,1152.0,149.0,2.3611,True,False,False,False,False,156800.0
-118.22,34.06,52.0,48.0,6.0,41.0,10.0,10.2264,True,False,False,False,False,112500.0
-118.22,34.05,36.0,1243.0,470.0,1668.0,444.0,1.0714,True,False,False,False,False,137500.0
-118.21,34.06,52.0,470.0,115.0,434.0,123.0,2.095,True,False,False,False,False,109100.0
-118.22,34.06,34.0,1083.0,364.0,1132.0,338.0,2.2344,True,False,False,False,False,153100.0
-118.22,34.05,34.0,1113.0,,928.0,290.0,3.1654,True,False,False,False,False,155000.0
-118.22,34.05,41.0,1422.0,478.0,1640.0,434.0,1.6122,True,False,False,False,False,157100.0
-118.21,34.05,26.0,745.0,258.0,694.0,236.0,1.3846,True,False,False,False,False,129200.0
-118.21,34.05,28.0,1079.0,306.0,1358.0,285.0,2.52,True,False,False,False,False,131900.0
-118.21,34.05,28.0,950.0,357.0,1485.0,345.0,1.9271,True,False,False,False,False,136400.0
-118.21,34.05,45.0,2146.0,607.0,2868.0,625.0,2.121,True,False,False,False,False,144000.0
-118.2,34.05,43.0,1165.0,317.0,1279.0,303.0,1.9615,True,False,False,False,False,141700.0
-118.2,34.05,40.0,1146.0,323.0,1354.0,321.0,1.9205,True,False,False,False,False,121900.0
-118.2,34.05,40.0,1082.0,318.0,1085.0,273.0,1.7054,True,False,False,False,False,117200.0
-118.2,34.05,42.0,1703.0,586.0,2490.0,581.0,2.02,True,False,False,False,False,147200.0
-118.2,34.05,41.0,1268.0,398.0,1887.0,407.0,2.625,True,False,False,False,False,150000.0
-118.19,34.05,43.0,977.0,266.0,1084.0,259.0,2.7708,True,False,False,False,False,127900.0
-118.19,34.05,41.0,1098.0,264.0,1178.0,245.0,2.1058,True,False,False,False,False,124300.0
-118.2,34.05,50.0,1407.0,401.0,1526.0,385.0,2.29,True,False,False,False,False,121800.0
-118.19,34.04,45.0,963.0,234.0,1194.0,239.0,2.1806,True,False,False,False,False,134900.0
-118.19,34.04,40.0,1095.0,305.0,1322.0,281.0,1.9688,True,False,False,False,False,150000.0
-118.19,34.03,52.0,1053.0,246.0,1036.0,249.0,2.1071,True,False,False,False,False,136700.0
-118.19,34.03,50.0,1183.0,246.0,851.0,231.0,3.2639,True,False,False,False,False,142600.0
-118.2,34.04,52.0,1249.0,307.0,1223.0,297.0,2.07,True,False,False,False,False,136300.0
-118.2,34.04,47.0,1894.0,408.0,1629.0,379.0,3.7619,True,False,False,False,False,127600.0
-118.2,34.03,52.0,1754.0,452.0,1849.0,445.0,2.3716,True,False,False,False,False,122800.0
-118.2,34.04,44.0,1399.0,386.0,1419.0,373.0,1.8224,True,False,False,False,False,143800.0
-118.2,34.04,36.0,1625.0,490.0,2003.0,478.0,2.181,True,False,False,False,False,147200.0
-118.2,34.04,44.0,1582.0,544.0,1998.0,515.0,1.6888,True,False,False,False,False,125000.0
